"Quarter"	"LAName"	"LACode"	"variable"	"value"
2018 Q4	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	151
2018 Q3	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	177
2018 Q3	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	249
2018 Q3	"Angus"	"S12000041"	"Battery Electric Vehicles"	140
2018 Q3	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	67
2018 Q3	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	475
2018 Q3	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	39
2018 Q3	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	57
2018 Q3	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	294
2018 Q3	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	75
2018 Q3	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	86
2018 Q3	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	106
2018 Q3	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	117
2018 Q3	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	95
2018 Q3	"Fife"	"S12000047"	"Battery Electric Vehicles"	359
2018 Q3	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	282
2018 Q3	"Highland"	"S12000017"	"Battery Electric Vehicles"	153
2018 Q3	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	35
2018 Q3	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	105
2018 Q3	"Moray"	"S12000020"	"Battery Electric Vehicles"	43
2018 Q3	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	13
2018 Q3	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	55
2018 Q3	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	153
2018 Q3	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	186
2018 Q3	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	171
2018 Q3	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	300
2018 Q3	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	130
2018 Q3	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	20
2018 Q3	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	69
2018 Q3	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	219
2018 Q3	"Stirling"	"S12000030"	"Battery Electric Vehicles"	144
2018 Q3	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	43
2018 Q3	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	150
2018 Q2	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	168
2018 Q2	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	236
2018 Q2	"Angus"	"S12000041"	"Battery Electric Vehicles"	117
2018 Q2	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	58
2018 Q2	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	442
2018 Q2	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	38
2018 Q2	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	53
2018 Q2	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	279
2018 Q2	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	60
2018 Q2	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	82
2018 Q2	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	98
2018 Q2	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	103
2018 Q2	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	88
2018 Q2	"Fife"	"S12000047"	"Battery Electric Vehicles"	323
2018 Q2	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	265
2018 Q2	"Highland"	"S12000017"	"Battery Electric Vehicles"	127
2018 Q2	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	35
2018 Q2	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	91
2018 Q2	"Moray"	"S12000020"	"Battery Electric Vehicles"	38
2018 Q2	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	11
2018 Q2	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	53
2018 Q2	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	144
2018 Q2	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	173
2018 Q2	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	160
2018 Q2	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	253
2018 Q2	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	112
2018 Q2	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	18
2018 Q2	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	58
2018 Q2	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	190
2018 Q2	"Stirling"	"S12000030"	"Battery Electric Vehicles"	134
2018 Q2	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	40
2018 Q2	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	130
2018 Q1	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	165
2018 Q1	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	217
2018 Q1	"Angus"	"S12000041"	"Battery Electric Vehicles"	99
2018 Q1	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	56
2018 Q1	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	403
2018 Q1	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	35
2018 Q1	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	53
2018 Q1	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	257
2018 Q1	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	60
2018 Q1	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	75
2018 Q1	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	94
2018 Q1	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	102
2018 Q1	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	88
2018 Q1	"Fife"	"S12000047"	"Battery Electric Vehicles"	309
2018 Q1	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	240
2018 Q1	"Highland"	"S12000017"	"Battery Electric Vehicles"	116
2018 Q1	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	33
2018 Q1	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	84
2018 Q1	"Moray"	"S12000020"	"Battery Electric Vehicles"	32
2018 Q1	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	11
2018 Q1	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	51
2018 Q1	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	143
2018 Q1	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	162
2018 Q1	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	159
2018 Q1	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	236
2018 Q1	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	105
2018 Q1	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	17
2018 Q1	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	55
2018 Q1	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	196
2018 Q1	"Stirling"	"S12000030"	"Battery Electric Vehicles"	130
2018 Q1	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	36
2018 Q1	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	118
2017 Q4	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	154
2017 Q4	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	201
2017 Q4	"Angus"	"S12000041"	"Battery Electric Vehicles"	86
2017 Q4	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	51
2017 Q4	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	379
2017 Q4	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	34
2017 Q4	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	43
2017 Q4	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	236
2017 Q4	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	54
2017 Q4	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	58
2017 Q4	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	87
2017 Q4	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	91
2017 Q4	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	76
2017 Q4	"Fife"	"S12000047"	"Battery Electric Vehicles"	289
2017 Q4	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	225
2017 Q4	"Highland"	"S12000017"	"Battery Electric Vehicles"	103
2017 Q4	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	31
2017 Q4	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	75
2017 Q4	"Moray"	"S12000020"	"Battery Electric Vehicles"	29
2017 Q4	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	9
2017 Q4	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	47
2017 Q4	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	134
2017 Q4	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	153
2017 Q4	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	133
2017 Q4	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	225
2017 Q4	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	93
2017 Q4	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	16
2017 Q4	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	51
2017 Q4	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	196
2017 Q4	"Stirling"	"S12000030"	"Battery Electric Vehicles"	124
2017 Q4	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	30
2017 Q4	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	107
2017 Q3	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	143
2017 Q3	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	187
2017 Q3	"Angus"	"S12000041"	"Battery Electric Vehicles"	86
2017 Q3	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	41
2017 Q3	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	342
2017 Q3	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	35
2017 Q3	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	36
2017 Q3	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	228
2017 Q3	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	50
2017 Q3	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	51
2017 Q3	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	78
2017 Q3	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	86
2017 Q3	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	74
2017 Q3	"Fife"	"S12000047"	"Battery Electric Vehicles"	277
2017 Q3	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	220
2017 Q3	"Highland"	"S12000017"	"Battery Electric Vehicles"	95
2017 Q3	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	28
2017 Q3	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	71
2017 Q3	"Moray"	"S12000020"	"Battery Electric Vehicles"	28
2017 Q3	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	10
2017 Q3	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	43
2017 Q3	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	131
2017 Q3	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	140
2017 Q3	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	127
2017 Q3	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	220
2017 Q3	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	82
2017 Q3	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	17
2017 Q3	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	48
2017 Q3	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	188
2017 Q3	"Stirling"	"S12000030"	"Battery Electric Vehicles"	122
2017 Q3	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	29
2017 Q3	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	99
2017 Q2	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	124
2017 Q2	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	157
2017 Q2	"Angus"	"S12000041"	"Battery Electric Vehicles"	73
2017 Q2	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	39
2017 Q2	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	300
2017 Q2	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	32
2017 Q2	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	32
2017 Q2	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	211
2017 Q2	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	48
2017 Q2	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	47
2017 Q2	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	62
2017 Q2	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	73
2017 Q2	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	68
2017 Q2	"Fife"	"S12000047"	"Battery Electric Vehicles"	252
2017 Q2	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	206
2017 Q2	"Highland"	"S12000017"	"Battery Electric Vehicles"	88
2017 Q2	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	21
2017 Q2	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	64
2017 Q2	"Moray"	"S12000020"	"Battery Electric Vehicles"	24
2017 Q2	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	10
2017 Q2	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	41
2017 Q2	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	121
2017 Q2	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	122
2017 Q2	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	112
2017 Q2	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	206
2017 Q2	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	73
2017 Q2	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	16
2017 Q2	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	47
2017 Q2	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	183
2017 Q2	"Stirling"	"S12000030"	"Battery Electric Vehicles"	112
2017 Q2	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	29
2017 Q2	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	83
2017 Q1	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	120
2017 Q1	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	135
2017 Q1	"Angus"	"S12000041"	"Battery Electric Vehicles"	61
2017 Q1	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	41
2017 Q1	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	254
2017 Q1	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	28
2017 Q1	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	30
2017 Q1	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	196
2017 Q1	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	42
2017 Q1	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	43
2017 Q1	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	54
2017 Q1	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	59
2017 Q1	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	63
2017 Q1	"Fife"	"S12000047"	"Battery Electric Vehicles"	236
2017 Q1	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	189
2017 Q1	"Highland"	"S12000017"	"Battery Electric Vehicles"	81
2017 Q1	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	19
2017 Q1	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	64
2017 Q1	"Moray"	"S12000020"	"Battery Electric Vehicles"	20
2017 Q1	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	9
2017 Q1	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	48
2017 Q1	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	123
2017 Q1	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	105
2017 Q1	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	101
2017 Q1	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	202
2017 Q1	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	69
2017 Q1	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	15
2017 Q1	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	54
2017 Q1	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	168
2017 Q1	"Stirling"	"S12000030"	"Battery Electric Vehicles"	98
2017 Q1	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	28
2017 Q1	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	77
2016 Q4	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	109
2016 Q4	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	114
2016 Q4	"Angus"	"S12000041"	"Battery Electric Vehicles"	60
2016 Q4	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	36
2016 Q4	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	230
2016 Q4	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	30
2016 Q4	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	24
2016 Q4	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	188
2016 Q4	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	33
2016 Q4	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	35
2016 Q4	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	47
2016 Q4	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	52
2016 Q4	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	52
2016 Q4	"Fife"	"S12000047"	"Battery Electric Vehicles"	216
2016 Q4	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	182
2016 Q4	"Highland"	"S12000017"	"Battery Electric Vehicles"	78
2016 Q4	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	21
2016 Q4	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	52
2016 Q4	"Moray"	"S12000020"	"Battery Electric Vehicles"	16
2016 Q4	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	8
2016 Q4	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	45
2016 Q4	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	116
2016 Q4	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	96
2016 Q4	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	90
2016 Q4	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	168
2016 Q4	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	64
2016 Q4	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	12
2016 Q4	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	46
2016 Q4	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	149
2016 Q4	"Stirling"	"S12000030"	"Battery Electric Vehicles"	82
2016 Q4	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	26
2016 Q4	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	71
2016 Q3	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	107
2016 Q3	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	102
2016 Q3	"Angus"	"S12000041"	"Battery Electric Vehicles"	54
2016 Q3	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	36
2016 Q3	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	210
2016 Q3	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	23
2016 Q3	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	23
2016 Q3	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	179
2016 Q3	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	31
2016 Q3	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	38
2016 Q3	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	44
2016 Q3	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	44
2016 Q3	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	50
2016 Q3	"Fife"	"S12000047"	"Battery Electric Vehicles"	193
2016 Q3	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	175
2016 Q3	"Highland"	"S12000017"	"Battery Electric Vehicles"	74
2016 Q3	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	17
2016 Q3	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	54
2016 Q3	"Moray"	"S12000020"	"Battery Electric Vehicles"	15
2016 Q3	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	8
2016 Q3	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	44
2016 Q3	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	105
2016 Q3	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	89
2016 Q3	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	88
2016 Q3	"Renfrewshire"	"S12000038"	"Battery Electric Vehicles"	165
2016 Q3	"Scottish Borders"	"S12000026"	"Battery Electric Vehicles"	68
2016 Q3	"Shetland Islands"	"S12000027"	"Battery Electric Vehicles"	11
2016 Q3	"South Ayrshire"	"S12000028"	"Battery Electric Vehicles"	47
2016 Q3	"South Lanarkshire"	"S12000029"	"Battery Electric Vehicles"	144
2016 Q3	"Stirling"	"S12000030"	"Battery Electric Vehicles"	67
2016 Q3	"West Dunbartonshire"	"S12000039"	"Battery Electric Vehicles"	27
2016 Q3	"West Lothian"	"S12000040"	"Battery Electric Vehicles"	65
2016 Q2	"Aberdeen City"	"S12000033"	"Battery Electric Vehicles"	93
2016 Q2	"Aberdeenshire"	"S12000034"	"Battery Electric Vehicles"	93
2016 Q2	"Angus"	"S12000041"	"Battery Electric Vehicles"	51
2016 Q2	"Argyll and Bute"	"S12000035"	"Battery Electric Vehicles"	33
2016 Q2	"City of Edinburgh"	"S12000036"	"Battery Electric Vehicles"	188
2016 Q2	"Clackmannanshire"	"S12000005"	"Battery Electric Vehicles"	22
2016 Q2	"Dumfries and Galloway"	"S12000006"	"Battery Electric Vehicles"	21
2016 Q2	"Dundee City"	"S12000042"	"Battery Electric Vehicles"	167
2016 Q2	"East Ayrshire"	"S12000008"	"Battery Electric Vehicles"	32
2016 Q2	"East Dunbartonshire"	"S12000045"	"Battery Electric Vehicles"	32
2016 Q2	"East Lothian"	"S12000010"	"Battery Electric Vehicles"	43
2016 Q2	"East Renfrewshire"	"S12000011"	"Battery Electric Vehicles"	43
2016 Q2	"Falkirk"	"S12000014"	"Battery Electric Vehicles"	46
2016 Q2	"Fife"	"S12000047"	"Battery Electric Vehicles"	169
2016 Q2	"Glasgow City"	"S12000049"	"Battery Electric Vehicles"	171
2016 Q2	"Highland"	"S12000017"	"Battery Electric Vehicles"	63
2016 Q2	"Inverclyde"	"S12000018"	"Battery Electric Vehicles"	17
2016 Q2	"Midlothian"	"S12000019"	"Battery Electric Vehicles"	47
2016 Q2	"Moray"	"S12000020"	"Battery Electric Vehicles"	15
2016 Q2	"Na h-Eileanan Siar"	"S12000013"	"Battery Electric Vehicles"	8
2016 Q2	"North Ayrshire"	"S12000021"	"Battery Electric Vehicles"	45
2016 Q2	"North Lanarkshire"	"S12000050"	"Battery Electric Vehicles"	97
2016 Q2	"Orkney Islands"	"S12000023"	"Battery Electric Vehicles"	81
2016 Q2	"Perth and Kinross"	"S12000048"	"Battery Electric Vehicles"	73
